,Energy & Transportation,Manufacturing,Industrial Applications & Services,Financials,Life Sciences,Real Estate & Construction,Trade & Services,Technology,No Industry,None Industry
XYL,0,0,0,0,0,0,0,1,0,0
BLMT,0,0,0,1,0,0,0,0,0,0
BUR,0,0,0,0,1,0,0,0,0,0
UBNT,0,1,0,0,0,0,0,0,0,0
UI,0,1,0,0,0,0,0,0,0,0
BUI,0,0,0,0,0,0,0,0,1,0
CHKR,0,0,0,0,0,0,0,0,1,0
NDRO,0,0,0,0,0,0,0,0,1,0
PVL,0,0,0,0,0,0,0,0,1,0
IMPV,0,0,0,0,0,0,0,1,0,0
IPFF,0,0,0,0,0,0,0,0,1,0
MN,0,0,0,1,0,0,0,0,0,0
VAC,0,0,0,0,0,1,0,0,0,0
KBWR,0,0,0,0,0,0,0,0,1,0
KBWB,0,0,0,0,0,0,0,0,1,0
ALO,1,0,0,0,0,0,0,0,0,0
CPER,0,0,0,0,0,0,0,0,1,0
APTV,0,1,0,0,0,0,0,0,0,0
ACHC,0,0,1,0,0,0,0,0,0,0
CLVS,0,0,0,0,1,0,0,0,0,0
GRPN,0,0,0,0,0,0,1,0,0,0
IMI,0,1,0,0,0,0,0,0,0,0
NLNK,0,0,0,0,1,0,0,0,0,0
LUMO,0,0,0,0,1,0,0,0,0,0
LLEX,1,0,0,0,0,0,0,0,0,0
SOCL,0,0,0,0,0,0,0,0,1,0
BCEI,1,0,0,0,0,0,0,0,0,0
KNOW,0,0,0,0,0,0,0,0,1,0
TEUM,0,0,0,0,0,0,0,1,0,0
GREK,0,0,0,0,0,0,0,0,1,0
LPI,1,0,0,0,0,0,0,0,0,0
BBH,0,0,0,0,0,0,0,0,1,0
OIH,0,0,0,0,0,0,0,0,1,0
PPH,0,0,0,0,0,0,0,0,1,0
RTH,0,0,0,0,0,0,0,0,1,0
SMH,0,0,0,0,0,0,0,0,1,0
SPTS,0,0,0,0,0,0,0,0,1,0
FLRN,0,0,0,0,0,0,0,0,1,0
SN,1,0,0,0,0,0,0,0,0,0
WPX,1,0,0,0,0,0,0,0,0,0
KORS,0,1,0,0,0,0,0,0,0,0
CPRI,0,1,0,0,0,0,0,0,0,0
GZT,0,0,0,0,0,1,0,0,0,0
FBIO,0,0,0,0,1,0,0,0,0,0
MCEP,1,0,0,0,0,0,0,0,0,0
SGYP,0,0,0,0,1,0,0,0,0,0
TRIP,0,0,0,0,0,0,0,1,0,0
ZNGA,0,0,0,0,0,0,0,1,0,0
DBL,0,0,0,0,0,0,0,0,0,1
EMX,1,0,0,0,0,0,0,0,0,0
GWRE,0,0,0,0,0,0,0,1,0,0
URTH,0,0,0,0,0,0,0,0,1,0
JE,0,0,0,0,0,0,1,0,0,0
POST,0,1,0,0,0,0,0,0,0,0
EELV,0,0,0,0,0,0,0,0,1,0
IDLV,0,0,0,0,0,0,0,0,1,0
PVG,1,0,0,0,0,0,0,0,0,0
RINF,0,0,0,0,0,0,0,0,1,0
RLGT,1,0,0,0,0,0,0,0,0,0
BOTJ,0,0,0,0,0,0,0,0,0,1
REGI,1,0,0,0,0,0,0,0,0,0
VSTM,0,0,0,0,1,0,0,0,0,0
WEBK,0,0,0,0,0,0,0,0,0,1
CPAC,0,1,0,0,0,0,0,0,0,0
TAN,0,0,0,0,0,0,0,0,1,0
SRF,0,0,0,0,0,0,0,0,1,0
EPAM,0,0,0,0,0,0,0,1,0,0
FGM,0,0,0,0,0,0,0,0,1,0
FCAN,0,0,0,0,0,0,0,0,1,0
FAUS,0,0,0,0,0,0,0,0,1,0
FKU,0,0,0,0,0,0,0,0,1,0
FSZ,0,0,0,0,0,0,0,0,1,0
FHK,0,0,0,0,0,0,0,0,1,0
FTW,0,0,0,0,0,0,0,0,1,0
NFTY,0,0,0,0,0,0,0,0,1,0
FEMS,0,0,0,0,0,0,0,0,1,0
FDTS,0,0,0,0,0,0,0,0,1,0
DVYA,0,0,0,0,0,0,0,0,1,0
DVYE,0,0,0,0,0,0,0,0,1,0
SLVP,0,0,0,0,0,0,0,0,1,0
RING,0,0,0,0,0,0,0,0,1,0
FILL,0,0,0,0,0,0,0,0,1,0
VEGI,0,0,0,0,0,0,0,0,1,0
PICK,0,0,0,0,0,0,0,0,1,0
GOVT,0,0,0,0,0,0,0,0,1,0
QLTA,0,0,0,0,0,0,0,0,1,0
CMBS,0,0,0,0,0,0,0,0,1,0
FRAK,0,0,0,0,0,0,0,0,1,0
MTDR,1,0,0,0,0,0,0,0,0,0
EEMO,0,0,0,0,0,0,0,0,1,0
IDMO,0,0,0,0,0,0,0,0,1,0
PRLB,0,0,0,0,0,0,0,1,0,0
ACIM,0,0,0,0,0,0,0,0,1,0
SPGM,0,0,0,0,0,0,0,0,1,0
SLCA,1,0,0,0,0,0,0,0,0,0
VGI,0,0,0,0,0,0,0,0,1,0
BCOV,0,0,0,0,0,0,0,1,0,0
BV,0,0,0,0,0,0,0,1,0,0
CCXI,0,0,0,0,1,0,0,0,0,0
MLNT,0,0,0,0,1,0,0,0,0,0
CUI,0,0,0,0,0,1,0,0,0,0
OEG,0,0,0,0,0,1,0,0,0,0
CZR,0,0,0,0,0,0,1,0,0,0
EEMA,0,0,0,0,0,0,0,0,1,0
GNMA,0,0,0,0,0,0,0,0,1,0
HMST,0,0,0,0,0,0,0,0,0,1
CHFS,0,0,1,0,0,0,0,0,0,0
SYNC,0,0,0,0,0,0,0,1,0,0
ALSN,0,1,0,0,0,0,0,0,0,0
BBDO,0,0,0,0,0,0,0,0,0,1
BSCK,0,0,0,0,0,0,0,0,1,0
BSCJ,0,0,0,0,0,0,0,0,1,0
BSCI,0,0,0,0,0,0,0,0,1,0
QQQE,0,0,0,0,0,0,0,0,1,0
BWG,0,0,0,0,0,0,0,0,0,1
NSM,0,0,0,1,0,0,0,0,0,0
BOND,0,0,0,0,0,0,0,0,1,0
TTT,0,0,0,0,0,0,0,0,1,0
RM,0,0,0,1,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,1,0,0
RXN,0,1,0,0,0,0,0,0,0,0
SJNK,0,0,0,0,0,0,0,0,1,0
SIR,0,0,0,0,0,1,0,0,0,0
TAGS,0,0,0,0,0,0,0,0,1,0
VNTV,0,0,0,0,0,0,0,1,0,0
WP,0,0,0,0,0,0,0,1,0,0
VIPS,0,0,0,0,0,0,1,0,0,0
VCRA,0,1,0,0,0,0,0,0,0,0
YELP,0,0,0,0,0,0,0,1,0,0
GLOG,1,0,0,0,0,0,0,0,0,0
CSTE,0,1,0,0,0,0,0,0,0,0
EMCB,0,0,0,0,0,0,0,0,1,0
ENPH,0,1,0,0,0,0,0,0,0,0
GALT,0,0,0,0,1,0,0,0,0,0
MACK,0,0,0,0,1,0,0,0,0,0
MTSI,0,1,0,0,0,0,0,0,0,0
HEAR,0,0,0,0,0,0,0,1,0,0
PRSS,0,0,0,0,0,0,1,0,0,0
SAEX,1,0,0,0,0,0,0,0,0,0
ACRE,0,0,0,0,0,1,0,0,0,0
BSJI,0,0,0,0,0,0,0,0,1,0
FET,0,0,0,0,0,0,0,1,0,0
MLPA,0,0,0,0,0,0,0,0,1,0
MRC,0,0,0,0,0,0,1,0,0,0
MOAT,0,0,0,0,0,0,0,0,1,0
IHY,0,0,0,0,0,0,0,0,1,0
ANGL,0,0,0,0,0,0,0,0,1,0
TMQ,1,0,0,0,0,0,0,0,0,0
JRI,0,0,0,0,0,0,0,0,1,0
OAK,0,0,0,1,0,0,0,0,0,0
PBA,1,0,0,0,0,0,0,0,0,0
PSX,1,0,0,0,0,0,0,0,0,0
ISD,0,0,0,1,0,0,0,0,0,0
RPAI,0,0,0,0,0,1,0,0,0,0
RLY,0,0,0,0,0,0,0,0,1,0
INKM,0,0,0,0,0,0,0,0,1,0
GAL,0,0,0,0,0,0,0,0,1,0
SDR,0,0,0,0,0,0,0,0,1,0
SPLP,0,0,0,0,0,0,0,0,0,1
USAG,0,0,0,0,0,0,0,0,1,0
CLIR,0,0,1,0,0,0,0,0,0,0
FRGI,0,0,0,0,0,0,1,0,0,0
IMMP,0,0,0,0,1,0,0,0,0,0
PFPT,0,0,0,0,0,0,0,1,0,0
SPLK,0,0,0,0,0,0,0,1,0,0
TCPC,0,0,0,0,0,0,0,0,0,1
ALFA,0,0,0,0,0,0,0,0,1,0
IMUC,0,0,0,0,1,0,0,0,0,0
HYEM,0,0,0,0,0,0,0,0,1,0
GYLD,0,0,0,0,0,0,0,0,1,0
ROYT,1,0,0,0,0,0,0,0,0,0
PDI,0,0,0,0,0,0,0,0,0,1
SMM,0,0,0,0,0,0,0,0,0,1
TAHO,1,0,0,0,0,0,0,0,0,0
TLYS,0,0,0,0,0,0,1,0,0,0
WAGE,0,0,0,1,0,0,0,0,0,0
WMC,0,0,0,0,0,1,0,0,0,0
TGLS,0,1,0,0,0,0,0,0,0,0
CG,0,0,0,1,0,0,0,0,0,0
FB,0,0,0,0,0,0,0,1,0,0
RMGN,0,0,0,0,0,0,0,1,0,0
SUPN,0,0,0,0,1,0,0,0,0,0
TROV,0,0,0,0,1,0,0,0,0,0
CRDF,0,0,0,0,1,0,0,0,0,0
SSC,0,1,0,0,0,0,0,0,0,0
IDEX,0,1,0,0,0,0,0,0,0,0
SDOG,0,0,0,0,0,0,0,0,1,0
ALEX,0,0,0,0,0,1,0,0,0,0
CTR,0,0,0,0,0,0,0,0,1,0
EQM,1,0,0,0,0,0,0,0,0,0
YYY,0,0,0,0,0,0,0,0,1,0
EMLP,0,0,0,0,0,0,0,0,1,0
GURU,0,0,0,0,0,0,0,0,1,0
GSV,1,0,0,0,0,0,0,0,0,0
HTA,0,0,0,0,0,1,0,0,0,0
HECO,0,0,0,0,0,0,0,0,1,0
MMD,0,0,0,0,0,0,0,0,1,0
EUFX,0,0,0,0,0,0,0,0,1,0
CJNK,0,0,0,0,0,0,0,0,1,0
NOW,0,0,0,0,0,0,0,1,0,0
TROX,0,0,1,0,0,0,0,0,0,0
CEMI,0,0,0,0,1,0,0,0,0,0
BURG,0,0,0,0,1,0,0,0,0,0
SONN,0,0,0,0,1,0,0,0,0,0
TSRO,0,0,0,0,1,0,0,0,0,0
LDP,0,0,0,0,0,0,0,0,1,0
EGL,0,0,0,0,0,0,1,0,0,0
SPFF,0,0,0,0,0,0,0,0,1,0
HUSE,0,0,0,0,0,0,0,0,1,0
PFXF,0,0,0,0,0,0,0,0,1,0
ANAT,0,0,0,1,0,0,0,0,0,0
NGVC,0,0,0,0,0,0,1,0,0,0
JPI,0,0,0,0,0,0,0,0,1,0
PANW,0,0,0,0,0,0,0,1,0,0
DWAS,0,0,0,0,0,0,0,0,1,0
CROC,0,0,0,0,0,0,0,0,1,0
FINZ,0,0,0,0,0,0,0,0,1,0
FINU,0,0,0,0,0,0,0,0,1,0
NDP,0,0,0,1,0,0,0,0,0,0
CHUY,0,0,0,0,0,0,1,0,0,0
CPAH,0,0,0,0,0,0,0,1,0,0
DFRG,0,0,0,0,0,0,1,0,0,0
FIVE,0,0,0,0,0,0,1,0,0,0
FSBW,0,0,0,1,0,0,0,0,0,0
HBMD,0,0,0,0,0,0,0,0,0,1
HTBI,0,0,0,0,0,0,0,0,0,1
TAX,0,0,0,0,0,0,1,0,0,0
FRG,0,0,0,0,0,0,1,0,0,0
BTT,0,0,0,0,0,0,0,0,0,1
BBRC,0,0,0,0,0,0,0,0,1,0
DWPP,0,0,0,0,0,0,0,0,1,0
GMED,0,0,1,0,0,0,0,0,0,0
HCLP,1,0,0,0,0,0,0,0,0,0
HCR,1,0,0,0,0,0,0,0,0,0
SAND,1,0,0,0,0,0,0,0,0,0
MANU,0,0,0,0,0,0,1,0,0,0
BLMN,0,0,0,0,0,0,1,0,0,0
LVNTA,0,0,0,0,0,0,0,1,0,0
LVNTB,0,0,0,0,0,0,0,1,0,0
MDIV,0,0,0,0,0,0,0,0,1,0
MNGA,0,0,1,0,0,0,0,0,0,0
TRNX,0,0,1,0,0,0,0,0,0,0
PFMT,0,0,0,0,0,0,1,0,0,0
SFBC,0,0,0,0,0,0,0,0,0,1
TDIV,0,0,0,0,0,0,0,0,1,0
TTS,0,0,0,0,0,0,1,0,0,0
VEGA,0,0,0,0,0,0,0,0,1,0
BXE,1,0,0,0,0,0,0,0,0,0
BGB,0,0,0,0,0,0,0,0,0,1
SZC,0,0,0,0,0,0,0,0,0,1
TLTE,0,0,0,0,0,0,0,0,1,0
TLTD,0,0,0,0,0,0,0,0,1,0
BSMX,0,0,0,0,0,0,0,0,0,1
HY,0,0,0,0,0,0,0,1,0,0
FM,0,0,0,0,0,0,0,0,1,0
NBHC,0,0,0,0,0,0,0,0,0,1
SMLP,1,0,0,0,0,0,0,0,0,0
SUN,0,0,0,0,0,0,1,0,0,0
PNR,0,0,0,0,0,0,0,1,0,0
CXSE,0,0,0,0,0,0,0,0,1,0
LFVN,0,0,0,0,1,0,0,0,0,0
QLYS,0,0,0,0,0,0,0,1,0,0
BGH,0,0,0,0,0,0,0,0,0,1
BERY,0,0,1,0,0,0,0,0,0,0
RAVI,0,0,0,0,0,0,0,0,1,0
QMN,0,0,0,0,0,0,0,0,1,0
IXUS,0,0,0,0,0,0,0,0,1,0
IEFA,0,0,0,0,0,0,0,0,1,0
OLN,0,0,1,0,0,0,0,0,0,0
ISTB,0,0,0,0,0,0,0,0,1,0
IEMG,0,0,0,0,0,0,0,0,1,0
CAPL,0,0,0,0,0,0,1,0,0,0
MPLX,1,0,0,0,0,0,0,0,0,0
SPHD,0,0,0,0,0,0,0,0,1,0
PBYI,0,0,0,0,1,0,0,0,0,0
RLGY,0,0,0,0,0,1,0,0,0,0
VLU,0,0,0,0,0,0,0,0,1,0
MMTM,0,0,0,0,0,0,0,0,1,0
SSTK,0,0,0,0,0,0,0,1,0,0
EDI,0,0,0,0,0,0,0,0,1,0
WDAY,0,0,0,0,0,0,0,1,0,0
ANFI,0,1,0,0,0,0,0,0,0,0
RYCE,0,1,0,0,0,0,0,0,0,0
SDLP,1,0,0,0,0,0,0,0,0,0
AMBA,0,1,0,0,0,0,0,0,0,0
FANG,1,0,0,0,0,0,0,0,0,0
HBK,0,0,0,1,0,0,0,0,0,0
ICPT,0,0,0,0,1,0,0,0,0,0
APEN,0,0,1,0,0,0,0,0,0,0
MRCC,0,0,0,0,0,0,0,0,0,1
RGLS,0,0,0,0,1,0,0,0,0,0
RLJE,0,0,0,0,0,0,1,0,0,0
SHOS,0,0,0,0,0,0,1,0,0,0
VTIP,0,0,0,0,0,0,0,0,1,0
XPLR,0,0,0,0,0,0,0,1,0,0
ALDW,1,0,0,0,0,0,0,0,0,0
ARDC,0,0,0,0,0,0,0,0,0,1
LND,0,0,1,0,0,0,0,0,0,0
DKL,0,0,0,0,0,0,1,0,0,0
SILJ,0,0,0,0,0,0,0,0,1,0
FEI,0,0,0,0,0,0,0,0,0,1
SNLN,0,0,0,0,0,0,0,0,1,0
RH,0,0,0,0,0,0,1,0,0,0
PCG,1,0,0,0,0,0,0,0,0,0
SXE,1,0,0,0,0,0,0,0,0,0
SCM,0,0,0,0,0,0,0,0,0,1
ATOS,0,0,0,0,1,0,0,0,0,0
CHMG,0,0,0,0,0,0,0,0,0,1
OFS,0,0,0,0,0,0,0,0,0,1
WHLR,0,0,0,0,0,1,0,0,0,0
YY,0,0,0,0,0,0,0,1,0,0
NEO,0,0,1,0,0,0,0,0,0,0
PRTA,0,0,0,0,1,0,0,0,0,0
RDHL,0,0,0,0,1,0,0,0,0,0
UIHC,0,0,0,1,0,0,0,0,0,0
WHF,0,0,0,0,0,0,0,0,0,1
ABBV,0,0,0,0,1,0,0,0,0,0
RESI,0,0,0,0,0,1,0,0,0,0
QDEF,0,0,0,0,0,0,0,0,1,0
QDYN,0,0,0,0,0,0,0,0,1,0
QDF,0,0,0,0,0,0,0,0,1,0
NID,0,0,0,0,0,0,0,0,0,1
PBF,1,0,0,0,0,0,0,0,0,0
PHDG,0,0,0,0,0,0,0,0,1,0
GHY,0,0,0,0,0,0,0,0,0,1
SPPP,0,0,0,0,0,0,0,0,1,0
WGP,1,0,0,0,0,0,0,0,0,0
WES,1,0,0,0,0,0,0,0,0,0
BFAM,0,0,0,0,0,0,1,0,0,0
CVRR,1,0,0,0,0,0,0,0,0,0
ERA,1,0,0,0,0,0,0,0,0,0
VTOL,1,0,0,0,0,0,0,0,0,0
FLAG,0,0,0,0,0,0,0,0,1,0
PCI,0,0,0,0,0,0,0,0,1,0
SXCP,0,1,0,0,0,0,0,0,0,0
TPH,0,0,0,0,0,1,0,0,0,0
USAC,1,0,0,0,0,0,0,0,0,0
ACST,0,0,0,0,1,0,0,0,0,0
KBSF,1,0,0,0,0,0,0,0,0,0
CONE,0,0,0,0,0,1,0,0,0,0
HGEN,0,0,0,0,1,0,0,0,0,0
LAND,0,0,0,0,0,1,0,0,0,0
FWONA,0,0,0,0,0,0,0,1,0,0
NCLH,1,0,0,0,0,0,0,0,0,0
STML,0,0,0,0,1,0,0,0,0,0
AGI,1,0,0,0,0,0,0,0,0,0
AIF,0,0,0,0,0,0,0,0,1,0
BIT,0,0,0,0,0,0,0,0,1,0
BCC,0,0,0,0,0,0,1,0,0,0
FXSG,0,0,0,0,0,0,0,0,1,0
AMS,0,0,1,0,0,0,0,0,0,0
FPE,0,0,0,0,0,0,0,0,1,0
BIZD,0,0,0,0,0,0,0,0,1,0
NIQ,0,0,0,0,0,0,0,0,0,1
ORC,0,0,0,0,0,1,0,0,0,0
AMSWA,0,0,0,0,0,0,0,1,0,0
XSLV,0,0,0,0,0,0,0,0,1,0
XMLV,0,0,0,0,0,0,0,0,1,0
LGLV,0,0,0,0,0,0,0,0,1,0
SMLV,0,0,0,0,0,0,0,0,1,0
SBGL,1,0,0,0,0,0,0,0,0,0
SBSW,1,0,0,0,0,0,0,0,0,0
TU,0,0,0,0,0,0,0,1,0,0
SLD,0,0,0,0,0,1,0,0,0,0
RC,0,0,0,0,0,1,0,0,0,0
ZTS,0,0,0,0,1,0,0,0,0,0
AFH,0,0,0,1,0,0,0,0,0,0
HIIQ,0,0,0,1,0,0,0,0,0,0
BFYT,0,0,0,1,0,0,0,0,0,0
HYLS,0,0,0,0,0,0,0,0,1,0
IMMY,0,0,0,0,1,0,0,0,0,0
HROW,0,0,0,0,1,0,0,0,0,0
INBK,0,0,0,0,0,0,0,0,0,1
ORMP,0,0,0,0,1,0,0,0,0,0
XONE,0,0,0,0,0,0,0,1,0,0
MINC,0,0,0,0,0,0,0,0,1,0
APAM,0,0,0,1,0,0,0,0,0,0
MIE,0,0,0,0,0,0,0,0,1,0
ETX,0,0,0,0,0,0,0,0,1,0
OAKS,0,0,0,0,0,1,0,0,0,0
HCFT,0,0,0,0,0,1,0,0,0,0
LFT,0,0,0,0,0,1,0,0,0,0
DIV,0,0,0,0,0,0,0,0,1,0
IBMG,0,0,0,0,0,0,0,0,1,0
MRIN,0,0,0,0,0,0,0,1,0,0
MODN,0,0,0,0,0,0,0,1,0,0
NML,0,0,0,0,0,0,0,0,1,0
PF,0,1,0,0,0,0,0,0,0,0
SSNI,0,0,0,0,0,0,0,1,0,0
VET,1,0,0,0,0,0,0,0,0,0
BPY,0,0,0,0,0,1,0,0,0,0
ENTA,0,0,0,0,1,0,0,0,0,0
GARS,0,0,0,0,0,1,0,0,0,0
ZAIS,0,0,0,0,0,1,0,0,0,0
IPDN,0,0,0,0,0,0,1,0,0,0
TTPH,0,0,0,0,1,0,0,0,0,0
KORU,0,0,0,0,0,0,0,0,1,0
BRZU,0,0,0,0,0,0,0,0,1,0
DSL,0,0,0,0,0,0,0,0,0,1
DMB,0,0,0,0,0,0,0,0,0,1
EVTC,0,0,0,0,0,0,0,1,0,0
IQDE,0,0,0,0,0,0,0,0,1,0
IQDY,0,0,0,0,0,0,0,0,1,0
IQDF,0,0,0,0,0,0,0,0,1,0
NGE,0,0,0,0,0,0,0,0,1,0
HASI,0,0,0,0,0,1,0,0,0,0
NSPR,0,0,1,0,0,0,0,0,0,0
SIZE,0,0,0,0,0,0,0,0,1,0
VLUE,0,0,0,0,0,0,0,0,1,0
MTUM,0,0,0,0,0,0,0,0,1,0
IBCE,0,0,0,0,0,0,0,0,1,0
IBCD,0,0,0,0,0,0,0,0,1,0
IBCC,0,0,0,0,0,0,0,0,1,0
PEP,0,1,0,0,0,0,0,0,0,0
SRLN,0,0,0,0,0,0,0,0,1,0
SEAS,0,0,0,0,0,0,0,0,0,1
TMHC,0,0,0,0,0,1,0,0,0,0
TXMD,0,0,0,0,1,0,0,0,0,0
I,0,0,0,0,0,0,0,1,0,0
KNOP,1,0,0,0,0,0,0,0,0,0
SAUC,0,0,0,0,0,0,1,0,0,0
CMRX,0,0,0,0,1,0,0,0,0,0
HAWK,0,0,0,0,0,0,0,1,0,0
HMTV,0,0,0,0,0,0,0,1,0,0
IBTX,0,0,0,0,0,0,0,0,0,1
MDXG,0,0,0,0,1,0,0,0,0,0
MICT,0,0,0,0,0,0,0,1,0,0
OVAS,0,0,0,0,1,0,0,0,0,0
MLND,0,0,0,0,1,0,0,0,0,0
AHH,0,0,0,0,0,1,0,0,0,0
SYLD,0,0,0,0,0,0,0,0,1,0
GPT,0,0,0,0,0,1,0,0,0,0
ECOM,0,0,0,0,0,0,0,1,0,0
EARN,0,0,0,0,0,1,0,0,0,0
EMES,1,0,0,0,0,0,0,0,0,0
FCSC,0,0,0,0,1,0,0,0,0,0
FPF,0,0,0,0,0,0,0,0,0,1
DFP,0,0,0,0,0,0,0,0,0,1
MO,0,1,0,0,0,0,0,0,0,0
BRSS,0,1,0,0,0,0,0,0,0,0
VOYA,0,0,0,1,0,0,0,0,0,0
IVH,0,0,0,0,0,0,0,0,0,1
WLH,0,0,0,0,0,1,0,0,0,0
NRZ,0,0,0,0,0,1,0,0,0,0
PFSI,0,0,0,1,0,0,0,0,0,0
PGEM,0,1,0,0,0,0,0,0,0,0
IQV,0,0,1,0,0,0,0,0,0,0
WDIV,0,0,0,0,0,0,0,0,1,0
TIPX,0,0,0,0,0,0,0,0,1,0
DATA,0,0,0,0,0,0,0,1,0,0
TEP,1,0,0,0,0,0,0,0,0,0
CSTM,0,1,0,0,0,0,0,0,0,0
ARCT,0,0,0,0,1,0,0,0,0,0
AMBC,0,0,0,1,0,0,0,0,0,0
CUBI,0,0,0,0,0,0,0,0,0,1
DGRW,0,0,0,0,0,0,0,0,1,0
EPZM,0,0,0,0,1,0,0,0,0,0
FTSL,0,0,0,0,0,0,0,0,1,0
GWPH,0,0,0,0,1,0,0,0,0,0
HCAP,0,0,0,0,0,0,0,0,0,1
COP,1,0,0,0,0,0,0,0,0,0
KMDA,0,0,0,0,1,0,0,0,0,0
MAMS,0,0,0,0,0,0,0,1,0,0
MZOR,0,0,1,0,0,0,0,0,0,0
NRCIA,0,0,0,0,0,0,1,0,0,0
NRC,0,0,0,0,0,0,1,0,0,0
PVH,0,1,0,0,0,0,0,0,0,0
OTEL,0,0,0,0,0,0,0,1,0,0
PTLA,0,0,0,0,1,0,0,0,0,0
QIWI,0,0,0,0,0,0,0,1,0,0
TSC,0,0,0,0,0,0,0,0,0,1
FTEO,0,0,0,0,0,0,0,1,0,0
BLUE,0,0,0,0,1,0,0,0,0,0
BNDX,0,0,0,0,0,0,0,0,1,0
CDW,0,0,0,0,0,0,1,0,0,0
DXJS,0,0,0,0,0,0,0,0,1,0
DXPS,0,0,0,0,0,0,0,0,1,0
ESPR,0,0,0,0,1,0,0,0,0,0
GOGO,0,0,0,0,0,0,0,1,0,0
HDS,0,0,0,0,0,0,1,0,0,0
NDLS,0,0,0,0,0,0,1,0,0,0
NSTG,0,0,0,0,1,0,0,0,0,0
NWSA,0,1,0,0,0,0,0,0,0,0
NWS,0,1,0,0,0,0,0,0,0,0
OHRP,0,0,0,0,1,0,0,0,0,0
NBSE,0,0,0,0,1,0,0,0,0,0
PETX,0,0,0,0,1,0,0,0,0,0
PTCT,0,0,0,0,1,0,0,0,0,0
SAMG,0,0,0,1,0,0,0,0,0,0
THST,0,0,0,0,0,0,0,0,0,1
VWOB,0,0,0,0,0,0,0,0,1,0
IDOG,0,0,0,0,0,0,0,0,1,0
BFOR,0,0,0,0,0,0,0,0,1,0
AIRI,0,1,0,0,0,0,0,0,0,0
BIOA,0,0,1,0,0,0,0,0,0,0
BTG,1,0,0,0,0,0,0,0,0,0
CBA,0,0,0,0,0,0,0,0,0,1
COTY,0,0,1,0,0,0,0,0,0,0
RVNU,0,0,0,0,0,0,0,0,1,0
PW,0,0,0,0,0,1,0,0,0,0
JPNL,0,0,0,0,0,0,0,0,1,0
EFF,0,0,0,0,0,0,0,0,0,1
GTT,0,0,0,0,0,0,0,1,0,0
GGM,0,0,0,0,0,0,0,0,1,0
ICOL,0,0,0,0,0,0,0,0,1,0
LITB,0,0,0,0,0,0,1,0,0,0
ISRA,0,0,0,0,0,0,0,0,1,0
PGHY,0,0,0,0,0,0,0,0,1,0
PGZ,0,0,0,0,0,0,0,0,0,1
TLRA,0,0,0,0,0,0,0,1,0,0
AMGN,0,0,0,0,1,0,0,0,0,0
BEP,1,0,0,0,0,0,0,0,0,0
LXFT,0,0,0,0,0,0,0,1,0,0
MNK,0,0,0,0,1,0,0,0,0,0
BSCM,0,0,0,0,0,0,0,0,1,0
BSCL,0,0,0,0,0,0,0,0,1,0
GRAM,0,0,0,0,0,1,0,0,0,0
AENZ,0,0,0,0,0,1,0,0,0,0
QUAL,0,0,0,0,0,0,0,0,1,0
IBDB,0,0,0,0,0,0,0,0,1,0
IBDD,0,0,0,0,0,0,0,0,1,0
IBDC,0,0,0,0,0,0,0,0,1,0
JONE,1,0,0,0,0,0,0,0,0,0
KIO,0,0,0,0,0,0,0,0,0,1
KFYP,0,0,0,0,0,0,0,0,1,0
NYLD,1,0,0,0,0,0,0,0,0,0
CWEN,1,0,0,0,0,0,0,0,0,0
ONVO,0,0,0,0,1,0,0,0,0,0
ORM,0,0,0,0,0,1,0,0,0,0
PSXP,1,0,0,0,0,0,0,0,0,0
DOC,0,0,0,0,0,1,0,0,0,0
REXR,0,0,0,0,0,1,0,0,0,0
SPSM,0,0,0,0,0,0,0,0,1,0
SRC,0,0,0,0,0,1,0,0,0,0
S,0,0,0,0,0,0,0,1,0,0
STRP,0,0,0,0,0,0,0,1,0,0
AGIO,0,0,0,0,1,0,0,0,0,0
LIND,0,0,0,0,0,1,0,0,0,0
CNAT,0,0,0,0,1,0,0,0,0,0
HSTO,0,0,0,0,1,0,0,0,0,0
DGRS,0,0,0,0,0,0,0,0,1,0
OCSI,0,0,0,1,0,0,0,0,0,0
HTBX,0,0,0,0,1,0,0,0,0,0
MRTX,0,0,0,0,1,0,0,0,0,0
OMED,0,0,0,0,1,0,0,0,0,0
ONTX,0,0,0,0,1,0,0,0,0,0
XGTI,0,0,0,0,0,0,0,1,0,0
VISL,0,0,0,0,0,0,0,1,0,0
AMH,0,0,0,0,0,1,0,0,0,0
FMF,0,0,0,0,0,0,0,0,1,0
MLPX,0,0,0,0,0,0,0,0,1,0
CMDT,0,0,0,0,0,0,0,0,0,1
IRT,0,0,0,0,0,1,0,0,0,0
XON,0,0,0,0,1,0,0,0,0,0
PGEN,0,0,0,0,1,0,0,0,0,0
NASH,0,0,0,0,0,0,0,0,1,0
MIXT,0,0,0,0,0,0,0,1,0,0
MUSA,0,0,0,0,0,0,1,0,0,0
FNDE,0,0,0,0,0,0,0,0,1,0
FNDC,0,0,0,0,0,0,0,0,1,0
FNDF,0,0,0,0,0,0,0,0,1,0
FNDA,0,0,0,0,0,0,0,0,1,0
FNDX,0,0,0,0,0,0,0,0,1,0
FNDB,0,0,0,0,0,0,0,0,1,0
YUME,0,0,0,0,0,0,1,0,0,0
TPRE,0,0,0,1,0,0,0,0,0,0
FI,1,0,0,0,0,0,0,0,0,0
